Date,"Bitcoin","Solana","Ethereum","Cryptocurrency","Crypto","Blockchain"
2024-05-16,5059,17,1678,3093,34,2241
2024-05-17,5195,24,1442,3072,28,2110
2024-05-18,4646,17,1168,2950,37,1695
2024-05-19,4577,14,1173,2860,22,1872
2024-05-20,5262,26,1529,3589,20,2299
2024-05-21,6404,38,2287,3543,30,2331
2024-05-22,5667,26,2099,3451,57,2136
2024-05-23,5214,39,2374,3206,26,2272
2024-05-24,5170,23,2405,3219,26,1898
2024-05-25,4603,21,1543,3295,25,1709
2024-05-26,4916,25,1703,3682,27,1826
2024-05-27,5105,34,1862,3947,38,2108
2024-05-28,5341,28,1747,5197,29,2244
2024-05-29,5595,29,1653,6365,34,2170
2024-05-30,5270,34,1510,5510,36,2120
2024-05-31,4909,26,1393,2322,29,1992
2024-06-01,4289,27,1170,2051,25,1537
2024-06-02,4610,14,1132,2200,24,1490
2024-06-03,4948,26,1302,2745,35,1859
2024-06-04,4713,29,1302,3399,36,2012
2024-06-05,4909,17,1409,3136,28,1975
2024-06-06,4558,23,1423,2765,24,1963
2024-06-07,4392,29,1641,2753,28,1823
2024-06-08,4084,19,1241,2720,30,1555
2024-06-09,4082,12,1133,2757,23,1456
2024-06-10,4316,27,1375,2798,29,1901
2024-06-11,4501,15,1285,2912,28,1896
2024-06-12,4740,23,1208,2874,36,1971
2024-06-13,4649,22,1177,2850,41,1811
2024-06-14,4538,25,1151,2710,33,1744
2024-06-15,17820,14,14820,2528,30,14926
2024-06-16,11129,24,8149,2186,37,10753
2024-06-17,5475,26,2232,2379,39,2921
2024-06-18,4733,24,1241,2718,31,2040
2024-06-19,4629,28,1410,2725,32,2114
2024-06-20,4672,37,1195,2912,34,2173
2024-06-21,4597,20,1163,2778,36,1861
2024-06-22,4226,12,1087,2626,23,1563
2024-06-23,4215,21,1066,2731,22,1726
2024-06-24,5120,28,1245,2951,24,2196
2024-06-25,4558,37,1294,3164,37,2269
2024-06-26,4297,24,1135,2902,40,2047
2024-06-27,4327,22,1148,2746,50,1804
2024-06-28,3687,22,1100,2650,17,1584
2024-06-29,3549,16,906,2217,38,1558
2024-06-30,4182,18,972,2164,23,1433
2024-07-01,4083,21,1034,2514,21,1865
2024-07-02,4097,23,1095,2565,31,1980
2024-07-03,4241,24,1228,2514,25,1970
2024-07-04,4231,17,1076,2895,27,1673
2024-07-05,4547,12,1039,3093,28,1848
2024-07-06,4101,13,1007,2290,25,1326
2024-07-07,4243,23,1036,2326,26,1452
